@MapData  1, 1, 3696, 10656, ../Image/Map2.png
@Back
0, 
@Fore
-1, 
@MapLine  123
    4,10488,      432,10484,    -0.00935,-0.99996
  735,10181,      735,10497,    1.00000,-0.00000
  736,10496,     3534,10495,    -0.00036,-1.00000
 3532,10496,     3532, 9040,    -1.00000,-0.00000
 3163, 7947,     2, 10, 0
 3113, 7801,     2, 10, 0
 1520, 7627,     2, 10, 0
 1739, 7542,     2, 10, 0
 1937, 7620,     2, 10, 0
 1092, 6455,     2, 10, 0
 1180, 6560,     2, 10, 0
 1188, 6342,     2, 10, 0
 1416, 6202,     2, 10, 0
 1521, 6082,     2, 10, 0
 1417, 5953,     2, 10, 0
 1177, 5821,     2, 10, 0
 1080, 5698,     2, 10, 0
 1176, 5569,     2, 10, 0
 3252, 6592,     2, 10, 0
 3440, 6418,     2, 10, 0
 3120, 6202,     2, 10, 0
 3445, 6000,     2, 10, 0
 3121, 5791,     2, 10, 0
 3444, 5584,     2, 10, 0
 3129, 5400,     2, 10, 0
 3452, 5190,     2, 10, 0
 3119, 4998,     2, 10, 0
 3455, 4764,     2, 10, 0
 3103, 4552,     2, 10, 0
 1741, 4665,     2, 10, 0
 1503, 4659,     2, 10, 0
 1268, 4660,     2, 10, 0
 1440, 3715,     2, 10, 0
 1298, 3771,     2, 10, 0
 1576, 3770,     2, 10, 0
 2636, 3682,     2, 10, 0
 2495, 3774,     2, 10, 0
 2768, 3775,     2, 10, 0
 3282, 3156,     2, 10, 0
 3188, 3249,     2, 10, 0
 3188, 3079,     2, 10, 0
 3092, 2934,     2, 10, 0
 3098, 3372,     2, 10, 0
 1083, 2133,     2, 10, 0
 1216, 2088,     2, 10, 0
 1328, 2088,     2, 10, 0
 1448, 2136,     2, 10, 0
 2282, 2105,     2, 10, 0
 2450, 2040,     2, 10, 0
 2608, 2099,     2, 10, 0
 3252, 1527,     2, 10, 0
 3206, 1621,     2, 10, 0
 3115, 1716,     2, 10, 0
 3206, 1428,     2, 10, 0
 3126, 1323,     2, 10, 0
 2585, 1290,     2, 10, 0
 2415, 1346,     2, 10, 0
 2253, 1289,     2, 10, 0
 2109, 1061,     2, 10, 0
 1947,  973,     2, 10, 0
 1779, 1062,     2, 10, 0
 1230, 1072,     2, 10, 0
 1060, 1162,     2, 10, 0
  904, 1077,     2, 10, 0
   19,10114,     3, 1, 0
 1055, 9741,     3, 10, 1248
 1248, 3980,     3, 10, 432
 2448, 3980,     3, 10, 432
  816,  716,     3, 10, 288
 2112,  714,     3, 10, 288
